S.No,Age_Group,Gender,Income,Purchase_Frequency,Avg_Purchase_Value,Loyalty_Member,Years_Shopping,Device_Used,Preferred_Category,Discount_%,Validity_Days,Min_Purchase_Required,Coupon_Category,Redeemed
5620,18-25,Female,5-10L,Bi-weekly,5000.0,Yes,1-3,Desktop,Electronics,25.0,30.0,500.0,Electronics,No
5622,36-45,Female,5-10L,Weekly,3000.0,Yes,3-5,Mobile,Books,40.0,60.0,1000.0,Fashion,No
5624,46-55,Male,10-20L,Monthly,7000.0,No,<1,Mobile,Fashion,40.0,7.0,2000.0,Groceries,No
5625,18-25,Male,10-20L,Monthly,3000.0,Yes,3-5,Desktop,Home & Furniture,20.0,7.0,1000.0,Fashion,No
5626,46-55,Male,2-5L,Monthly,10000.0,No,5+,Desktop,Books,20.0,7.0,2000.0,Electronics,No
5627,55+,Male,>20L,Quarterly,15000.0,No,1-3,Mobile,Electronics,20.0,60.0,2000.0,Home & Furniture,Yes
5628,55+,Male,5L-10L,Quarterly,5000.0,No,5+,Mobile,Fashion,30.0,30.0,1000.0,Home & Furniture,No
5629,18-25,Male,<2,Rarely,5000.0,No,1-3,Mobile,Electronics,25.0,15.0,5000.0,Electronics,No
5631,36-45,Male,5L-10L,Quarterly,15000.0,No,1-3,Mobile,Fashion,15.0,15.0,1000.0,Home & Furniture,No
5632,26-35,Male,<2L,Weekly,10000.0,No,5+,Mobile,Electronics,20.0,7.0,1000.0,Fashion,No
5633,36-45,Male,<2,Quarterly,5000.0,Yes,3-5,Mobile,Electronics,20.0,30.0,1000.0,Home & Furniture,No
5634,18-25,Male,10-20L,Rarely,5000.0,No,3-5,Mobile,Electronics,30.0,60.0,5000.0,Fashion,Yes
5635,18-25,Male,10-20L,Weekly,15000.0,Yes,1-3,Mobile,Electronics,30.0,15.0,1000.0,Electronics,Yes
5636,46-55,Male,>20L,Quarterly,10000.0,Yes,1-3,Mobile,Electronics,40.0,15.0,500.0,Groceries,No
5637,26-35,Male,5-10L,Quarterly,5000.0,Yes,3-5,Mobile,Electronics,40.0,30.0,10000.0,Home & Furniture,No
5638,55+,Female,5-10L,Weekly,3000.0,No,3-5,Mobile,Electronics,30.0,7.0,2000.0,Home & Furniture,No
5639,18-25,Male,<2L,Weekly,5000.0,No,3-5,Mobile,Fashion,10.0,7.0,1000.0,Books,No
5640,46-55,Male,<2L,Rarely,10000.0,No,3-5,Mobile,Fashion,30.0,30.0,2000.0,Fashion,No
5641,55+,Female,>20L,Weekly,10000.0,No,5+,Mobile,Books,60.0,30.0,2000.0,Books,No
5643,55+,Male,>20L,Monthly,10000.0,No,<1,Both,Electronics,10.0,15.0,5000.0,Books,Yes
5644,36-45,Male,5-10L,Rarely,12000.0,Yes,3-5,Desktop,Fashion,25.0,60.0,1000.0,Groceries,Yes
5645,55+,Male,5L-10L,Rarely,10000.0,Yes,5+,Mobile,Fashion,20.0,60.0,1000.0,Groceries,Yes
5646,26-35,Male,2-5L,Monthly,5000.0,No,3-5,Mobile,Electronics,20.0,15.0,500.0,Home & Furniture,Yes
5647,46-55,Female,<2L,Weekly,20000.0,Yes,1-3,Mobile,Groceries,40.0,30.0,5000.0,Home & Furniture,No
5648,18-25,Male,<2L,Rarely,3000.0,No,<1,Both,Electronics,25.0,60.0,1000.0,Electronics,Yes
5649,36-45,Female,>20L,Weekly,10000.0,No,5+,Both,Home & Furniture,30.0,30.0,1000.0,Fashion,No
5650,26-35,Male,5-10L,Weekly,5000.0,No,3-5,Desktop,Electronics,40.0,60.0,2000.0,Home & Furniture,Yes
5651,55+,Male,5-10L,Monthly,10000.0,No,<1,Both,Groceries,25.0,7.0,2000.0,Home & Furniture,No
5652,36-45,Male,<2,Bi-weekly,10000.0,Yes,3-5,Mobile,Electronics,15.0,30.0,500.0,Fashion,No
5653,46-55,Male,>20L,Weekly,5000.0,No,3-5,Mobile,Fashion,15.0,30.0,5000.0,Books,Yes
5654,36-45,Male,5L-10L,Weekly,10000.0,No,<1,Desktop,Electronics,25.0,30.0,1000.0,Electronics,No
5655,26-35,Male,10-20L,Weekly,10000.0,Yes,<1,Mobile,Fashion,25.0,15.0,5000.0,Fashion,No
5656,55+,Male,5L-10L,Weekly,7000.0,No,3-5,Desktop,Fashion,15.0,30.0,1000.0,Electronics,Yes
5657,55+,Male,10-20L,Quarterly,3000.0,No,<1,Mobile,Books,30.0,30.0,1000.0,Home & Furniture,Yes
5658,55+,Male,>20L,Weekly,5000.0,No,3-5,Both,Fashion,30.0,30.0,5000.0,Electronics,Yes
5659,18-25,Male,10-20L,Rarely,20000.0,Yes,1-3,Mobile,Electronics,20.0,60.0,1000.0,Fashion,Yes
5660,55+,Male,10-20L,Rarely,5000.0,Yes,1-3,Mobile,Books,10.0,30.0,10000.0,Electronics,No
5661,36-45,Male,<2L,Rarely,7000.0,No,1-3,Mobile,Electronics,60.0,15.0,5000.0,Groceries,No
5662,18-25,Male,5-10L,Bi-weekly,5000.0,No,3-5,Mobile,Electronics,20.0,15.0,1000.0,Home & Furniture,Yes
5663,46-55,Male,5-10L,Monthly,12000.0,Yes,5+,Desktop,Groceries,25.0,30.0,1000.0,Fashion,Yes
5664,18-25,Male,5-10L,Monthly,10000.0,No,3-5,Desktop,Home & Furniture,30.0,30.0,2000.0,Home & Furniture,No
5665,26-35,Male,<2,Monthly,10000.0,No,1-3,Both,Electronics,30.0,30.0,500.0,Home & Furniture,No
5666,55+,Male,>20L,Weekly,10000.0,Yes,1-3,Mobile,Home & Furniture,40.0,30.0,2000.0,Home & Furniture,Yes
5667,26-35,Male,5L-10L,Rarely,10000.0,No,<1,Mobile,Books,20.0,7.0,1000.0,Electronics,Yes
5668,55+,Male,<2,Quarterly,20000.0,No,5+,Mobile,Electronics,25.0,30.0,500.0,Home & Furniture,Yes
5669,46-55,Female,5-10L,Monthly,10000.0,Yes,1-3,Both,Fashion,60.0,30.0,5000.0,Home & Furniture,Yes
5670,55+,Male,5-10L,Quarterly,10000.0,No,3-5,Mobile,Fashion,30.0,7.0,1000.0,Fashion,No
5671,46-55,Male,<2,Weekly,10000.0,No,1-3,Mobile,Home & Furniture,50.0,7.0,10000.0,Groceries,No
5672,55+,Male,2-5L,Quarterly,7000.0,Yes,<1,Both,Fashion,25.0,60.0,1000.0,Electronics,No
5673,36-45,Male,10-20L,Rarely,10000.0,No,<1,Mobile,Home & Furniture,20.0,60.0,500.0,Home & Furniture,Yes
5674,46-55,Male,5L-10L,Weekly,10000.0,Yes,3-5,Desktop,Electronics,15.0,30.0,1000.0,Groceries,No
5676,55+,Male,<2L,Monthly,20000.0,Yes,<1,Mobile,Fashion,30.0,15.0,2000.0,Home & Furniture,Yes
5677,26-35,Male,5L-10L,Quarterly,10000.0,No,5+,Mobile,Home & Furniture,30.0,7.0,500.0,Books,No
5678,46-55,Male,5L-10L,Quarterly,10000.0,No,1-3,Mobile,Groceries,20.0,60.0,5000.0,Books,No
5679,55+,Male,<2L,Bi-weekly,5000.0,No,1-3,Desktop,Electronics,30.0,15.0,2000.0,Home & Furniture,No
5680,36-45,Female,10-20L,Weekly,15000.0,Yes,1-3,Mobile,Fashion,40.0,30.0,1000.0,Home & Furniture,Yes
5682,36-45,Male,5-10L,Monthly,15000.0,Yes,3-5,Mobile,Groceries,10.0,15.0,500.0,Groceries,No
5684,55+,Female,<2,Quarterly,10000.0,Yes,1-3,Desktop,Home & Furniture,30.0,30.0,1000.0,Books,Yes
5685,36-45,Male,10-20L,Weekly,5000.0,No,<1,Mobile,Electronics,20.0,7.0,2000.0,Home & Furniture,Yes
5686,18-25,Male,5-10L,Bi-weekly,10000.0,No,1-3,Mobile,Books,15.0,30.0,1000.0,Fashion,Yes
5688,26-35,Male,<2L,Weekly,10000.0,Yes,3-5,Mobile,Electronics,20.0,7.0,2000.0,Fashion,Yes
5689,55+,Male,5L-10L,Weekly,5000.0,No,5+,Mobile,Electronics,30.0,30.0,500.0,Electronics,Yes
5690,55+,Male,<2,Bi-weekly,5000.0,No,<1,Mobile,Fashion,10.0,15.0,5000.0,Home & Furniture,No
5691,46-55,Male,2-5L,Weekly,15000.0,No,1-3,Mobile,Home & Furniture,30.0,15.0,1000.0,Electronics,Yes
5692,18-25,Male,5L-10L,Weekly,10000.0,Yes,5+,Mobile,Books,60.0,60.0,1000.0,Electronics,Yes
5693,46-55,Female,<2L,Quarterly,5000.0,No,3-5,Both,Fashion,50.0,7.0,1000.0,Fashion,No
5695,55+,Male,5L-10L,Rarely,3000.0,Yes,5+,Mobile,Fashion,30.0,7.0,1000.0,Electronics,No
5696,55+,Male,5-10L,Weekly,5000.0,No,3-5,Mobile,Books,25.0,30.0,5000.0,Fashion,Yes
5697,18-25,Male,10-20L,Quarterly,5000.0,Yes,3-5,Mobile,Fashion,20.0,7.0,1000.0,Electronics,No
5698,55+,Female,5-10L,Monthly,5000.0,No,<1,Mobile,Electronics,30.0,60.0,5000.0,Groceries,Yes
5699,55+,Male,10-20L,Quarterly,15000.0,No,3-5,Both,Electronics,30.0,30.0,2000.0,Groceries,Yes
5700,18-25,Male,5-10L,Rarely,10000.0,Yes,1-3,Mobile,Electronics,50.0,7.0,1000.0,Groceries,No
5701,55+,Male,<2,Rarely,10000.0,No,3-5,Both,Electronics,20.0,30.0,500.0,Electronics,No
5702,18-25,Female,2-5L,Weekly,10000.0,Yes,<1,Mobile,Groceries,20.0,30.0,5000.0,Groceries,Yes
5704,55+,Male,10-20L,Quarterly,10000.0,No,3-5,Desktop,Fashion,30.0,60.0,1000.0,Home & Furniture,Yes
5705,46-55,Male,2-5L,Quarterly,12000.0,No,1-3,Mobile,Electronics,40.0,60.0,500.0,Home & Furniture,No
5706,36-45,Male,5-10L,Weekly,10000.0,No,<1,Desktop,Fashion,50.0,30.0,5000.0,Home & Furniture,No
5707,55+,Female,5L-10L,Quarterly,7000.0,No,5+,Mobile,Groceries,30.0,7.0,1000.0,Home & Furniture,Yes
5708,55+,Female,>20L,Weekly,5000.0,No,3-5,Mobile,Groceries,30.0,30.0,1000.0,Home & Furniture,No
5710,46-55,Female,10-20L,Rarely,3000.0,No,<1,Mobile,Fashion,50.0,30.0,1000.0,Groceries,Yes
5712,46-55,Male,5-10L,Bi-weekly,5000.0,Yes,3-5,Desktop,Electronics,30.0,15.0,2000.0,Home & Furniture,No
5713,55+,Male,<2,Weekly,10000.0,No,5+,Both,Groceries,30.0,30.0,5000.0,Groceries,No
5714,55+,Male,<2,Weekly,10000.0,Yes,3-5,Mobile,Home & Furniture,10.0,7.0,1000.0,Groceries,Yes
5716,26-35,Male,>20L,Bi-weekly,10000.0,Yes,3-5,Desktop,Groceries,20.0,7.0,1000.0,Electronics,Yes
5717,55+,Female,2-5L,Quarterly,5000.0,No,3-5,Mobile,Electronics,30.0,7.0,1000.0,Fashion,Yes
5718,55+,Female,5-10L,Rarely,20000.0,Yes,1-3,Mobile,Books,30.0,7.0,1000.0,Fashion,No
5721,55+,Female,2-5L,Rarely,5000.0,No,<1,Mobile,Fashion,50.0,30.0,2000.0,Fashion,No
5722,18-25,Male,2-5L,Weekly,7000.0,No,1-3,Mobile,Home & Furniture,25.0,15.0,1000.0,Electronics,No
5723,18-25,Female,10-20L,Quarterly,10000.0,No,<1,Desktop,Fashion,15.0,60.0,500.0,Fashion,No
5724,55+,Male,2-5L,Weekly,5000.0,Yes,5+,Mobile,Home & Furniture,50.0,15.0,2000.0,Groceries,Yes
5726,55+,Female,5L-10L,Weekly,7000.0,No,<1,Mobile,Electronics,30.0,30.0,500.0,Groceries,Yes
5727,46-55,Male,>20L,Rarely,15000.0,Yes,3-5,Mobile,Electronics,30.0,15.0,5000.0,Groceries,No
5728,55+,Male,2-5L,Rarely,10000.0,Yes,3-5,Mobile,Electronics,30.0,7.0,2000.0,Groceries,Yes
5729,55+,Male,5-10L,Rarely,5000.0,Yes,<1,Desktop,Electronics,25.0,30.0,10000.0,Groceries,No
5730,26-35,Male,5-10L,Bi-weekly,10000.0,Yes,<1,Mobile,Groceries,30.0,7.0,10000.0,Groceries,No
5731,26-35,Female,2-5L,Weekly,20000.0,Yes,3-5,Mobile,Books,25.0,15.0,500.0,Books,Yes
5733,55+,Male,2-5L,Quarterly,10000.0,No,<1,Mobile,Home & Furniture,20.0,7.0,2000.0,Electronics,No
5734,55+,Male,5L-10L,Weekly,5000.0,No,3-5,Both,Groceries,20.0,7.0,1000.0,Groceries,Yes
5735,18-25,Male,2-5L,Weekly,7000.0,No,1-3,Both,Fashion,25.0,15.0,10000.0,Home & Furniture,No
5736,55+,Male,>20L,Bi-weekly,5000.0,Yes,<1,Mobile,Electronics,30.0,7.0,10000.0,Fashion,No
5737,46-55,Male,5-10L,Weekly,20000.0,Yes,5+,Mobile,Fashion,50.0,30.0,2000.0,Fashion,Yes
5738,46-55,Male,2-5L,Weekly,10000.0,No,3-5,Mobile,Fashion,15.0,60.0,1000.0,Electronics,No
5739,55+,Male,<2,Monthly,5000.0,Yes,3-5,Desktop,Books,20.0,30.0,1000.0,Books,Yes
5740,36-45,Male,5-10L,Weekly,10000.0,No,1-3,Mobile,Electronics,15.0,30.0,2000.0,Groceries,Yes
5741,55+,Male,2-5L,Weekly,3000.0,Yes,<1,Mobile,Fashion,15.0,30.0,2000.0,Fashion,No
5744,55+,Male,5L-10L,Rarely,15000.0,Yes,3-5,Both,Books,50.0,7.0,1000.0,Home & Furniture,No
5745,55+,Male,2-5L,Quarterly,12000.0,No,<1,Desktop,Fashion,60.0,60.0,5000.0,Fashion,No
5746,18-25,Male,<2,Rarely,5000.0,Yes,3-5,Mobile,Electronics,20.0,60.0,1000.0,Fashion,No
5747,26-35,Male,2-5L,Monthly,20000.0,No,<1,Mobile,Electronics,20.0,30.0,1000.0,Fashion,No
5748,55+,Male,>20L,Weekly,20000.0,Yes,1-3,Mobile,Books,20.0,60.0,5000.0,Electronics,No
5749,55+,Male,>20L,Quarterly,12000.0,No,1-3,Desktop,Groceries,30.0,7.0,5000.0,Electronics,No
5750,55+,Male,5-10L,Quarterly,7000.0,No,<1,Mobile,Electronics,30.0,15.0,2000.0,Fashion,No
5751,18-25,Male,<2L,Monthly,10000.0,No,3-5,Desktop,Electronics,25.0,60.0,500.0,Fashion,Yes
5752,36-45,Male,<2L,Weekly,5000.0,Yes,<1,Mobile,Books,20.0,60.0,1000.0,Books,Yes
5755,18-25,Male,5-10L,Weekly,10000.0,Yes,5+,Desktop,Books,15.0,7.0,500.0,Groceries,No
5757,18-25,Male,>20L,Quarterly,20000.0,Yes,<1,Desktop,Fashion,20.0,30.0,1000.0,Books,No
5759,26-35,Male,5-10L,Quarterly,15000.0,Yes,5+,Mobile,Electronics,40.0,30.0,5000.0,Books,No
5760,18-25,Female,<2,Weekly,10000.0,Yes,1-3,Both,Home & Furniture,30.0,60.0,5000.0,Groceries,No
5761,18-25,Female,<2,Weekly,10000.0,No,3-5,Desktop,Groceries,20.0,15.0,1000.0,Home & Furniture,No
5762,55+,Male,<2L,Monthly,3000.0,Yes,1-3,Both,Fashion,30.0,15.0,500.0,Groceries,No
5763,55+,Male,>20L,Quarterly,20000.0,Yes,5+,Desktop,Fashion,40.0,7.0,5000.0,Home & Furniture,Yes
5764,55+,Male,5-10L,Monthly,7000.0,Yes,3-5,Mobile,Books,25.0,30.0,10000.0,Groceries,No
5765,55+,Male,<2,Quarterly,12000.0,Yes,<1,Both,Electronics,30.0,15.0,1000.0,Groceries,Yes
5766,36-45,Male,5L-10L,Monthly,5000.0,Yes,<1,Mobile,Groceries,30.0,7.0,2000.0,Fashion,Yes
5767,36-45,Female,2-5L,Rarely,7000.0,Yes,3-5,Mobile,Electronics,10.0,7.0,1000.0,Groceries,No
5768,46-55,Male,5L-10L,Weekly,7000.0,Yes,3-5,Mobile,Electronics,20.0,15.0,1000.0,Electronics,Yes
5770,55+,Female,>20L,Weekly,5000.0,Yes,<1,Mobile,Fashion,30.0,7.0,1000.0,Fashion,Yes
5771,55+,Female,<2L,Bi-weekly,10000.0,No,3-5,Mobile,Home & Furniture,10.0,30.0,1000.0,Home & Furniture,No
5772,55+,Female,5-10L,Monthly,5000.0,Yes,5+,Desktop,Fashion,60.0,30.0,500.0,Groceries,Yes
5773,26-35,Male,5-10L,Quarterly,10000.0,Yes,3-5,Desktop,Fashion,15.0,15.0,500.0,Home & Furniture,Yes
5774,46-55,Female,<2,Bi-weekly,10000.0,Yes,1-3,Mobile,Fashion,50.0,15.0,2000.0,Fashion,No
5775,26-35,Male,10-20L,Quarterly,5000.0,No,<1,Desktop,Electronics,60.0,15.0,2000.0,Fashion,Yes
5776,18-25,Male,>20L,Rarely,10000.0,No,3-5,Mobile,Fashion,30.0,7.0,500.0,Groceries,Yes
5777,55+,Male,5-10L,Monthly,15000.0,Yes,1-3,Both,Books,50.0,7.0,1000.0,Fashion,No
5778,46-55,Male,5-10L,Weekly,15000.0,Yes,<1,Mobile,Home & Furniture,30.0,60.0,2000.0,Groceries,Yes
5779,55+,Female,>20L,Quarterly,10000.0,Yes,<1,Mobile,Electronics,15.0,60.0,2000.0,Home & Furniture,No
5780,18-25,Male,<2L,Weekly,5000.0,No,<1,Mobile,Electronics,15.0,30.0,10000.0,Books,No
5782,55+,Male,5-10L,Weekly,10000.0,Yes,<1,Desktop,Groceries,30.0,30.0,1000.0,Electronics,Yes
5783,55+,Male,<2,Weekly,12000.0,Yes,<1,Mobile,Electronics,30.0,30.0,1000.0,Home & Furniture,Yes
5784,55+,Male,5-10L,Weekly,10000.0,No,3-5,Mobile,Fashion,20.0,15.0,1000.0,Groceries,No
5785,26-35,Male,>20L,Quarterly,10000.0,No,<1,Desktop,Electronics,30.0,30.0,5000.0,Home & Furniture,No
5786,55+,Male,<2,Bi-weekly,10000.0,Yes,5+,Mobile,Groceries,50.0,15.0,1000.0,Groceries,Yes
5787,55+,Male,5-10L,Weekly,15000.0,No,<1,Desktop,Home & Furniture,30.0,7.0,5000.0,Fashion,Yes
5788,55+,Male,>20L,Rarely,10000.0,No,<1,Mobile,Home & Furniture,30.0,30.0,1000.0,Fashion,Yes
5789,55+,Male,5-10L,Weekly,5000.0,Yes,1-3,Both,Books,25.0,60.0,2000.0,Electronics,Yes
5790,36-45,Male,2-5L,Quarterly,15000.0,Yes,<1,Mobile,Electronics,30.0,7.0,1000.0,Home & Furniture,Yes
5791,55+,Male,10-20L,Weekly,10000.0,No,1-3,Both,Home & Furniture,30.0,30.0,2000.0,Books,Yes
5792,55+,Female,5-10L,Quarterly,10000.0,Yes,3-5,Mobile,Fashion,40.0,15.0,2000.0,Groceries,No
5793,55+,Female,5-10L,Weekly,5000.0,Yes,3-5,Mobile,Electronics,30.0,7.0,2000.0,Home & Furniture,No
5794,18-25,Male,5-10L,Quarterly,5000.0,Yes,3-5,Desktop,Groceries,50.0,7.0,2000.0,Home & Furniture,No
5795,55+,Male,2-5L,Quarterly,12000.0,No,5+,Desktop,Home & Furniture,25.0,7.0,2000.0,Groceries,No
5796,46-55,Female,5L-10L,Weekly,3000.0,Yes,3-5,Mobile,Home & Furniture,10.0,7.0,5000.0,Groceries,Yes
5797,46-55,Female,<2,Weekly,7000.0,No,3-5,Both,Books,60.0,30.0,1000.0,Fashion,No
5798,55+,Male,<2L,Rarely,10000.0,No,3-5,Mobile,Electronics,50.0,60.0,1000.0,Groceries,No
5799,46-55,Male,5-10L,Quarterly,3000.0,Yes,<1,Mobile,Groceries,15.0,30.0,2000.0,Electronics,No
5801,36-45,Male,5L-10L,Weekly,5000.0,No,1-3,Mobile,Electronics,20.0,60.0,5000.0,Electronics,No
5802,46-55,Female,2-5L,Weekly,5000.0,No,3-5,Mobile,Home & Furniture,25.0,60.0,5000.0,Books,Yes
5803,55+,Female,>20L,Quarterly,20000.0,No,1-3,Both,Home & Furniture,30.0,30.0,500.0,Books,Yes
5804,46-55,Female,>20L,Bi-weekly,10000.0,Yes,3-5,Mobile,Home & Furniture,40.0,30.0,2000.0,Electronics,No
5806,55+,Male,2-5L,Quarterly,10000.0,No,5+,Mobile,Books,30.0,7.0,500.0,Fashion,No
5808,55+,Male,<2L,Quarterly,3000.0,Yes,<1,Mobile,Electronics,60.0,60.0,5000.0,Fashion,Yes
5809,18-25,Male,<2L,Rarely,5000.0,Yes,3-5,Mobile,Books,25.0,60.0,5000.0,Fashion,Yes
5810,55+,Male,>20L,Weekly,5000.0,Yes,<1,Desktop,Groceries,60.0,15.0,1000.0,Groceries,Yes
5811,46-55,Male,>20L,Quarterly,3000.0,No,3-5,Mobile,Books,25.0,7.0,1000.0,Home & Furniture,Yes
5812,18-25,Male,5-10L,Bi-weekly,20000.0,Yes,5+,Desktop,Electronics,40.0,60.0,5000.0,Fashion,No
5813,55+,Female,>20L,Weekly,10000.0,No,<1,Mobile,Home & Furniture,40.0,30.0,2000.0,Books,Yes
5814,55+,Male,5L-10L,Quarterly,10000.0,Yes,<1,Mobile,Fashion,50.0,15.0,1000.0,Home & Furniture,No
5815,46-55,Male,<2L,Quarterly,10000.0,No,5+,Mobile,Fashion,20.0,7.0,500.0,Home & Furniture,No
5816,55+,Male,10-20L,Quarterly,5000.0,Yes,<1,Mobile,Groceries,30.0,30.0,5000.0,Electronics,No
5817,26-35,Male,<2,Monthly,10000.0,Yes,<1,Mobile,Electronics,10.0,15.0,1000.0,Fashion,No
5818,55+,Male,5-10L,Weekly,10000.0,No,<1,Mobile,Electronics,50.0,30.0,1000.0,Home & Furniture,No
5819,36-45,Male,>20L,Weekly,5000.0,Yes,5+,Mobile,Groceries,20.0,60.0,2000.0,Home & Furniture,No
5821,55+,Male,5L-10L,Weekly,3000.0,No,<1,Mobile,Electronics,30.0,30.0,5000.0,Home & Furniture,No
5822,55+,Male,<2L,Quarterly,10000.0,Yes,3-5,Mobile,Groceries,40.0,30.0,2000.0,Electronics,Yes
5823,55+,Male,5L-10L,Weekly,10000.0,No,<1,Desktop,Electronics,20.0,30.0,500.0,Home & Furniture,No
5824,26-35,Male,<2L,Quarterly,15000.0,No,1-3,Mobile,Electronics,30.0,30.0,1000.0,Fashion,Yes
5825,36-45,Male,5-10L,Quarterly,20000.0,No,3-5,Desktop,Fashion,40.0,30.0,1000.0,Groceries,Yes
5826,18-25,Male,5-10L,Bi-weekly,5000.0,No,1-3,Desktop,Electronics,40.0,30.0,500.0,Electronics,No
5827,55+,Male,2-5L,Rarely,5000.0,Yes,3-5,Desktop,Books,30.0,60.0,2000.0,Groceries,No
5828,26-35,Male,<2L,Quarterly,15000.0,Yes,3-5,Mobile,Groceries,30.0,30.0,1000.0,Groceries,No
5829,55+,Male,10-20L,Weekly,10000.0,No,3-5,Desktop,Electronics,10.0,15.0,500.0,Home & Furniture,Yes
5830,55+,Male,5L-10L,Weekly,7000.0,Yes,3-5,Desktop,Electronics,10.0,30.0,1000.0,Groceries,No
5831,46-55,Male,>20L,Weekly,10000.0,Yes,<1,Both,Electronics,50.0,30.0,500.0,Electronics,Yes
5832,26-35,Male,>20L,Bi-weekly,7000.0,Yes,5+,Desktop,Fashion,30.0,7.0,5000.0,Home & Furniture,No
5834,46-55,Male,2-5L,Bi-weekly,20000.0,No,1-3,Mobile,Home & Furniture,40.0,30.0,2000.0,Groceries,Yes
5835,55+,Female,10-20L,Quarterly,10000.0,No,5+,Mobile,Electronics,50.0,15.0,500.0,Home & Furniture,Yes
5837,55+,Female,>20L,Rarely,5000.0,Yes,5+,Mobile,Electronics,20.0,60.0,10000.0,Home & Furniture,Yes
5838,46-55,Male,5L-10L,Weekly,20000.0,No,3-5,Mobile,Home & Furniture,30.0,30.0,2000.0,Groceries,No
5841,36-45,Male,<2,Weekly,3000.0,Yes,3-5,Mobile,Electronics,60.0,60.0,500.0,Electronics,No
5842,36-45,Female,5-10L,Weekly,15000.0,No,<1,Mobile,Groceries,50.0,30.0,2000.0,Fashion,No
5843,26-35,Female,<2,Weekly,7000.0,Yes,1-3,Mobile,Electronics,15.0,7.0,10000.0,Home & Furniture,No
5844,46-55,Female,5-10L,Quarterly,20000.0,Yes,3-5,Mobile,Electronics,40.0,7.0,500.0,Home & Furniture,No
5845,55+,Male,<2L,Bi-weekly,5000.0,No,1-3,Mobile,Fashion,20.0,30.0,1000.0,Electronics,No
5846,55+,Female,2-5L,Weekly,5000.0,No,<1,Mobile,Home & Furniture,30.0,15.0,1000.0,Books,Yes
5847,55+,Male,2-5L,Bi-weekly,10000.0,No,<1,Both,Books,20.0,15.0,1000.0,Fashion,Yes
5848,26-35,Female,<2L,Quarterly,5000.0,Yes,<1,Both,Books,10.0,7.0,2000.0,Fashion,Yes
5849,18-25,Male,>20L,Quarterly,10000.0,Yes,5+,Mobile,Fashion,10.0,15.0,10000.0,Books,Yes
5850,55+,Female,5-10L,Rarely,7000.0,Yes,5+,Mobile,Electronics,30.0,15.0,2000.0,Groceries,Yes
5851,55+,Male,5L-10L,Rarely,15000.0,Yes,<1,Desktop,Fashion,20.0,60.0,500.0,Electronics,No
5852,55+,Male,5-10L,Rarely,12000.0,No,<1,Mobile,Books,60.0,60.0,5000.0,Groceries,No
5853,18-25,Female,<2L,Quarterly,5000.0,Yes,<1,Both,Groceries,20.0,30.0,2000.0,Electronics,No
5854,26-35,Male,<2L,Monthly,10000.0,Yes,1-3,Mobile,Fashion,50.0,30.0,2000.0,Home & Furniture,Yes
5855,18-25,Female,5-10L,Weekly,15000.0,Yes,3-5,Desktop,Electronics,30.0,30.0,10000.0,Home & Furniture,Yes
5856,55+,Male,10-20L,Weekly,10000.0,Yes,<1,Mobile,Fashion,30.0,7.0,5000.0,Home & Furniture,No
5857,46-55,Male,>20L,Weekly,5000.0,No,3-5,Desktop,Electronics,20.0,30.0,1000.0,Electronics,Yes
5858,46-55,Female,5-10L,Quarterly,15000.0,Yes,3-5,Mobile,Electronics,10.0,30.0,1000.0,Groceries,No
5859,46-55,Male,5-10L,Weekly,10000.0,Yes,3-5,Desktop,Electronics,25.0,15.0,500.0,Home & Furniture,No
5860,26-35,Male,<2L,Bi-weekly,20000.0,No,3-5,Desktop,Electronics,25.0,30.0,2000.0,Fashion,No
5861,46-55,Male,5-10L,Rarely,10000.0,Yes,3-5,Mobile,Books,20.0,7.0,1000.0,Fashion,No
5862,18-25,Male,2-5L,Quarterly,7000.0,Yes,3-5,Mobile,Home & Furniture,40.0,30.0,2000.0,Groceries,No
5864,55+,Male,<2,Quarterly,15000.0,Yes,5+,Both,Groceries,20.0,7.0,1000.0,Fashion,No
5865,55+,Female,2-5L,Bi-weekly,20000.0,No,3-5,Mobile,Groceries,60.0,30.0,2000.0,Fashion,Yes
5866,36-45,Female,>20L,Monthly,7000.0,Yes,5+,Mobile,Electronics,50.0,30.0,1000.0,Fashion,No
5867,55+,Male,5-10L,Rarely,5000.0,No,3-5,Desktop,Electronics,30.0,30.0,1000.0,Books,No
5868,55+,Male,2-5L,Bi-weekly,3000.0,Yes,3-5,Mobile,Books,50.0,30.0,1000.0,Electronics,Yes
5869,18-25,Male,<2,Weekly,5000.0,Yes,3-5,Mobile,Home & Furniture,50.0,7.0,5000.0,Electronics,Yes
5870,26-35,Male,2-5L,Monthly,5000.0,No,5+,Both,Fashion,30.0,30.0,500.0,Fashion,No
5872,26-35,Male,2-5L,Monthly,5000.0,Yes,3-5,Mobile,Groceries,30.0,30.0,500.0,Books,No
5873,18-25,Male,<2L,Monthly,10000.0,Yes,3-5,Both,Electronics,30.0,15.0,1000.0,Groceries,Yes
5874,18-25,Male,<2L,Weekly,20000.0,Yes,<1,Mobile,Electronics,30.0,15.0,1000.0,Groceries,No
5876,36-45,Female,<2L,Quarterly,10000.0,No,1-3,Both,Books,25.0,7.0,2000.0,Home & Furniture,Yes
5877,46-55,Male,<2L,Weekly,3000.0,No,1-3,Mobile,Fashion,60.0,60.0,2000.0,Electronics,No
